annual_income,debt_to_income_ratio,financial_knowledge_score,investment_horizon_years,savings_rate,net_worth,recommended_strategy,adjusted_income,long_term_risk,wealth_growth_potential,income_stability_score,family_responsibility_score
87367.78,0.17,8,19,0.27,678002.24,2,72515.2574,0,183060.6048,262103.34,57
40825.92,0.5,8,10,0.07,404151.89,0,20412.96,20,28290.632300000005,0.0,20
56895.04,0.14,10,18,0.28,464464.7,1,48929.7344,0,130050.11600000001,113790.08,36
54497.53,0.48,7,25,0.18,264806.97,1,28338.7156,50,47665.25459999999,54497.53,75
95346.12,0.49,1,28,0.07,722528.21,0,48626.521199999996,28,50576.9747,95346.12,84
103364.83,0.52,10,19,0.14,574429.69,1,49615.1184,19,80420.1566,0.0,57
77786.42,0.17,2,10,0.28,160734.97,1,64562.728599999995,20,45005.791600000004,155572.84,20
74222.7,0.5,6,7,0.12,277927.4,1,37111.35,0,33351.288,148445.4,14
80029.92,0.55,7,6,0.27,429345.35,1,36013.46399999999,0,115923.2445,0.0,6
87981.91,0.34,4,15,0.11,318996.06,1,58068.0606,30,35089.5666,263945.73,45
77366.5,0.16,2,22,0.18,425515.14,2,64987.86,22,76592.7252,154733.0,22
104297.04,0.22,5,24,0.07,492703.66,2,81351.6912,48,34489.2562,208594.08,72
19474.06,0.29,3,27,0.19,46734.91,0,13826.5826,54,8879.6329,38948.12,81
63064.3,0.3,3,21,0.22,537291.48,0,44145.01,42,118204.1256,126128.6,21
97027.09,0.57,9,29,0.17,414585.5,2,41721.648700000005,29,70479.535,97027.09,58
125495.91,0.55,6,4,0.26,1181547.86,2,56473.159499999994,4,307202.44360000006,125495.91,12
102917.76,0.11,7,4,0.09,257313.1,1,91596.8064,8,23158.179,205835.52,0
124037.7,0.45,2,20,0.29,1227803.3,1,68220.735,0,356062.957,248075.4,0
53218.31,0.52,6,14,0.26,460243.17,1,25544.7888,14,119663.2242,159654.93,14
73538.27,0.48,2,19,0.11,588635.82,0,38239.900400000006,38,64749.9402,73538.27,0
58817.87,0.57,9,3,0.15,187516.07,1,25291.684100000002,3,28127.4105,58817.87,6
106813.75,0.46,4,8,0.1,394910.53,1,57679.425,16,39491.05300000001,0.0,24
99188.73,0.33,10,11,0.25,730075.04,2,66456.44909999998,22,182518.76,99188.73,0
146500.55,0.22,7,14,0.17,1461034.13,0,114270.42899999999,14,248375.8021,439501.64999999997,14
53353.71,0.25,5,17,0.17,416231.8,0,40015.2825,17,70759.406,106707.42,34
47157.38,0.32,7,27,0.1,417536.86,2,32067.018399999994,0,41753.686,47157.38,27
91974.14,0.41,1,27,0.18,616371.2,2,54264.742600000005,54,110946.81599999999,275922.42,54
105884.24,0.46,8,3,0.1,373428.78,1,57177.48960000001,0,37342.878000000004,211768.48,9
70217.26,0.13,7,13,0.13,186027.78,2,61089.0162,26,24183.6114,70217.26,13
87655.67,0.3,10,17,0.1,669309.68,0,61358.969,34,66930.96800000001,0.0,51
100268.39,0.24,4,3,0.24,958453.94,0,76203.9764,3,230028.94559999998,100268.39,9
80815.85,0.29,9,29,0.2,637846.58,1,57379.2535,58,127569.31599999999,242447.55000000002,87
92731.19,0.56,2,21,0.08,414038.16,0,40801.7236,21,33123.0528,92731.19,42
79986.69,0.44,1,27,0.15,449929.07,1,44792.54640000001,54,67489.3605,79986.69,27
71477.52,0.21,9,28,0.1,524291.15,1,56467.24080000001,0,52429.115000000005,142955.04,56
70616.12,0.48,9,3,0.23,281220.95,2,36720.3824,6,64680.81850000001,0.0,6
45271.73,0.52,9,18,0.26,148473.22,1,21730.4304,18,38603.0372,90543.46,54
70853.31,0.53,7,19,0.21,168258.61,2,33301.0557,19,35334.308099999995,212559.93,38
78493.6,0.39,6,27,0.21,600942.66,0,47881.096000000005,0,126197.9586,156987.2,27
66958.46,0.48,8,13,0.06,547797.49,2,34818.39920000001,13,32867.8494,200875.38,26
66694.58,0.5,10,19,0.14,407593.33,1,33347.29,0,57063.06620000001,200083.74,0
67353.72,0.43,3,13,0.24,401317.94,2,38391.62040000001,13,96316.30559999999,134707.44,0
65077.53,0.3,1,3,0.21,201550.79,2,45554.27099999999,6,42325.6659,195232.59,3
95840.17,0.3,2,18,0.08,415677.22,0,67088.11899999999,18,33254.177599999995,95840.17,36
119055.61,0.48,6,11,0.26,584179.17,1,61908.9172,0,151886.5842,119055.61,11
92236.47,0.5,2,25,0.23,913556.83,0,46118.235,25,210118.0709,276709.41000000003,75
135278.73,0.41,6,16,0.28,864813.73,0,79814.45070000002,16,242147.84440000003,135278.73,16
124964.49,0.48,3,25,0.13,991273.98,1,64981.53480000001,0,128865.6174,0.0,75
84159.71,0.19,4,18,0.24,311575.94,0,68169.36510000001,36,74778.22559999999,84159.71,18
80432.64,0.39,4,29,0.27,667040.77,0,49063.9104,29,180101.00790000003,241297.91999999998,58
62426.94,0.44,6,13,0.09,266575.13,0,34959.08640000001,26,23991.7617,124853.88,0
76978.01,0.3,2,10,0.15,508169.74,0,53884.606999999996,20,76225.461,0.0,0
87157.97,0.23,3,20,0.08,709333.55,1,67111.6369,0,56746.68400000001,174315.94,0
66901.52,0.48,3,12,0.17,644389.85,0,34788.790400000005,0,109546.2745,133803.04,12
103326.92,0.47,4,13,0.15,681613.15,2,54763.2676,0,102241.9725,103326.92,0
115885.4,0.41,4,27,0.13,319667.04,1,68372.386,54,41556.7152,347656.19999999995,0
134631.79,0.35,5,19,0.25,390643.25,1,87510.66350000001,38,97660.8125,403895.37,19
29190.47,0.4,8,26,0.09,203761.0,2,17514.282,26,18338.489999999998,58380.94,78
72588.92,0.51,1,23,0.24,556205.12,1,35568.5708,23,133489.22879999998,0.0,23
58199.38,0.21,1,21,0.1,407408.09,1,45977.5102,42,40740.80900000001,174598.13999999998,63
82038.83,0.18,1,15,0.06,759904.37,2,67271.84060000001,15,45594.2622,82038.83,30
77155.67,0.56,3,22,0.22,365020.19,2,33948.49479999999,22,80304.4418,154311.34,22
78611.73,0.4,8,11,0.19,708649.8,1,47167.03799999999,22,134643.462,157223.46,22
55032.04,0.5,1,8,0.11,422901.17,0,27516.02,0,46519.1287,110064.08,24
106607.38,0.58,1,29,0.26,631098.47,2,44775.09960000001,0,164085.6022,213214.76,87
35674.26,0.5,5,22,0.1,163582.7,1,17837.13,0,16358.270000000002,71348.52,66
66168.57,0.25,6,7,0.14,337844.58,1,49626.427500000005,14,47298.241200000004,66168.57,0
64095.27,0.15,1,25,0.14,303631.85,2,54480.979499999994,50,42508.459,192285.81,75
75905.26,0.1,10,7,0.13,307479.55,2,68314.734,14,39972.3415,0.0,14
36102.28,0.56,8,22,0.15,225679.22,1,15885.003199999997,44,33851.883,36102.28,0
88797.01,0.21,3,11,0.14,473958.31,1,70149.6379,11,66354.1634,177594.02,0
75218.0,0.18,8,3,0.06,514117.85,1,61678.76,6,30847.070999999996,0.0,0
86395.84,0.12,7,10,0.13,638864.88,1,76028.3392,0,83052.4344,0.0,10
70647.68,0.57,5,8,0.26,214126.5,1,30378.5024,16,55672.89,211943.03999999998,0
57120.77,0.55,7,4,0.06,473644.15,1,25704.346499999996,4,28418.649,171362.31,8
87318.93,0.46,10,9,0.12,397276.03,0,47152.2222,18,47673.1236,174637.86,0
67315.85,0.16,1,10,0.16,336867.93,1,56545.314000000006,10,53898.8688,0.0,10
52547.05,0.56,9,29,0.28,423495.87,2,23120.701999999997,58,118578.84360000001,157641.15000000002,58
72676.09,0.55,10,20,0.27,167661.72,1,32704.240499999996,0,45268.6644,145352.18,60
81676.53,0.31,5,3,0.11,703837.48,2,56356.8057,6,77422.1228,245029.59,3
46335.24,0.52,3,3,0.22,385097.36,1,22240.9152,3,84721.4192,92670.48,9
93338.78,0.15,8,13,0.12,399535.87,1,79337.963,13,47944.3044,0.0,26
55030.8,0.52,7,21,0.21,459202.14,1,26414.784,42,96432.4494,110061.6,0
81012.12,0.33,7,29,0.07,307032.34,1,54278.12039999999,58,21492.263800000004,81012.12,29
91150.74,0.59,8,3,0.2,489185.78,0,37371.803400000004,6,97837.15600000002,182301.48,0
63531.35,0.31,2,26,0.07,475645.43,2,43836.631499999996,52,33295.180100000005,127062.7,78
111616.02,0.26,9,9,0.29,470653.2,1,82595.8548,0,136489.42799999999,223232.04,0
87117.32,0.51,6,16,0.28,516491.06,1,42687.486800000006,32,144617.49680000002,261351.96000000002,32
22317.03,0.24,5,11,0.13,95827.15,0,16960.9428,11,12457.5295,22317.03,33
75830.38,0.59,1,29,0.06,542382.17,0,31090.455800000003,29,32542.930200000003,0.0,29
84837.06,0.36,7,12,0.21,624342.04,1,54295.7184,12,131111.8284,84837.06,36
85502.38,0.51,6,5,0.16,174213.62,0,41896.1662,0,27874.1792,256507.14,5
72119.07,0.1,6,8,0.08,609684.88,1,64907.16300000001,8,48774.7904,0.0,8
62955.25,0.15,2,15,0.07,221597.54,2,53511.9625,30,15511.827800000003,62955.25,45
64130.24,0.3,1,25,0.24,519508.74,1,44891.168,50,124682.0976,0.0,0
72834.15,0.42,6,21,0.27,418046.46,0,42243.807,21,112872.54420000002,0.0,63
72812.96,0.56,4,21,0.2,281370.02,1,32037.7024,42,56274.00400000001,218438.88,0
84231.22,0.42,9,8,0.21,495663.81,0,48854.10760000001,16,104089.4001,168462.44,0
65213.81,0.55,2,5,0.25,477708.94,2,29346.214499999995,10,119427.235,0.0,5
87542.44,0.22,3,28,0.09,576525.09,1,68283.1032,28,51887.25809999999,87542.44,84
43904.32,0.53,3,19,0.24,364179.06,2,20635.0304,19,87402.97439999999,0.0,38
58993.89,0.38,1,23,0.08,408860.26,1,36576.2118,46,32708.8208,0.0,0
82221.55,0.54,1,18,0.14,566863.48,2,37821.913,36,79360.88720000001,0.0,54
76450.71,0.11,8,8,0.19,580618.45,0,68041.13190000001,0,110317.5055,0.0,24
56704.79,0.27,6,24,0.21,426326.15,1,41394.496699999996,48,89528.4915,0.0,24
53087.32,0.33,3,17,0.15,181349.21,1,35568.5044,17,27202.3815,0.0,0
81527.07,0.17,2,23,0.24,558688.39,2,67667.4681,46,134085.2136,244581.21000000002,69
96102.75,0.4,10,19,0.19,267796.45,1,57661.65,0,50881.325500000006,0.0,19
87860.46,0.31,2,27,0.21,614293.78,1,60623.7174,27,129001.69380000001,87860.46,27
77429.2,0.43,2,16,0.11,334990.63,1,44134.644,16,36848.969300000004,0.0,48
92347.32,0.59,6,4,0.06,428028.05,1,37862.40120000001,8,25681.682999999997,0.0,12
61414.55,0.18,8,12,0.25,470458.47,1,50359.931000000004,12,117614.6175,0.0,12
101823.56,0.12,5,7,0.06,506955.02,1,89604.7328,0,30417.3012,305470.68,0
50939.96,0.41,2,7,0.1,372723.98,2,30054.5764,7,37272.398,0.0,7
51639.38,0.6,7,13,0.23,318138.43,1,20655.752,0,73171.8389,51639.38,39
62234.07,0.18,1,24,0.06,337027.16,1,51031.9374,24,20221.629599999997,62234.07,0
34807.23,0.41,3,12,0.13,196729.81,1,20536.265700000004,24,25574.8753,69614.46,36
89396.27,0.49,7,8,0.13,602594.37,1,45592.097700000006,16,78337.2681,178792.54,16
116357.0,0.14,5,26,0.13,643941.07,2,100067.02,26,83712.3391,116357.0,26
75979.0,0.49,1,4,0.16,228910.86,1,38749.29,8,36625.7376,75979.0,8
108266.53,0.32,6,23,0.22,645082.65,1,73621.2404,0,141918.18300000002,0.0,0
75618.0,0.56,4,14,0.23,407255.55,1,33271.92,28,93668.7765,226854.0,42
38731.39,0.27,9,8,0.15,342631.8,1,28273.914699999998,16,51394.77,77462.78,16
49623.79,0.14,1,17,0.28,492192.5,1,42676.4594,17,137813.90000000002,0.0,17
94223.67,0.48,6,9,0.09,641189.56,0,48996.3084,18,57707.0604,94223.67,27
98841.7,0.35,2,22,0.21,683342.71,2,64247.105,22,143501.9691,197683.4,0
72693.13,0.59,9,6,0.18,379871.46,1,29804.183300000004,12,68376.8628,72693.13,0
51671.57,0.6,7,10,0.06,420209.34,1,20668.628,0,25212.560400000002,103343.14,30
20107.78,0.59,7,16,0.1,59024.02,2,8244.1898,32,5902.402,20107.78,0
53858.77,0.27,4,17,0.17,236359.27,1,39316.9021,17,40181.0759,161576.31,17
37834.47,0.41,3,22,0.25,168780.64,1,22322.337300000003,22,42195.16,0.0,66
111199.72,0.2,10,16,0.11,798361.27,1,88959.77600000001,16,87819.7397,111199.72,48
97424.01,0.25,7,24,0.05,429840.74,2,73068.00749999999,24,21492.037,0.0,24
88674.77,0.52,5,3,0.06,733170.44,1,42563.8896,6,43990.22639999999,0.0,3
102271.08,0.19,6,22,0.19,353818.45,2,82839.5748,0,67225.5055,0.0,0
85001.12,0.37,1,8,0.06,447513.59,0,53550.705599999994,16,26850.8154,85001.12,16
55471.19,0.11,6,12,0.18,223001.52,1,49369.3591,12,40140.27359999999,110942.38,0
61016.31,0.57,4,10,0.11,304173.77,0,26237.013300000002,20,33459.114700000006,183048.93,0
128519.61,0.13,3,8,0.26,735437.99,1,111812.0607,16,191213.8774,385558.83,24
75263.91,0.46,7,19,0.12,270584.05,1,40642.5114,19,32470.085999999996,75263.91,38
106528.08,0.45,3,22,0.27,752684.41,2,58590.444,0,203224.7907,106528.08,66
55980.88,0.51,6,19,0.07,406245.34,1,27430.6312,38,28437.173800000004,0.0,19
119297.69,0.16,3,11,0.15,837927.0,1,100210.0596,11,125689.04999999999,238595.38,11
103218.54,0.32,2,3,0.24,440313.87,1,70188.60719999998,0,105675.32879999999,103218.54,9
40093.49,0.29,10,7,0.09,252320.32,1,28466.377899999996,7,22708.8288,120280.47,7
89830.56,0.36,4,3,0.12,460555.6,0,57491.5584,6,55266.672,89830.56,9
80871.9,0.31,2,17,0.28,700342.39,1,55801.61099999999,0,196095.86920000002,0.0,34
98214.16,0.23,10,15,0.24,470480.53,0,75624.9032,30,112915.3272,98214.16,15
82807.88,0.22,6,7,0.06,172536.89,2,64590.146400000005,7,10352.2134,82807.88,7
67398.21,0.14,10,22,0.15,436799.45,1,57962.460600000006,22,65519.917499999996,134796.42,0
61919.76,0.49,7,16,0.07,259789.57,2,31579.0776,32,18185.269900000003,185759.28,32
51841.85,0.22,1,21,0.23,177810.73,1,40436.643000000004,21,40896.4679,0.0,63
43874.75,0.46,1,22,0.19,376841.29,1,23692.365,44,71599.84509999999,87749.5,22
58153.63,0.46,9,21,0.23,553191.64,1,31402.9602,21,127234.07720000001,116307.26,21
103165.67,0.35,6,25,0.07,935860.57,1,67057.6855,50,65510.2399,309497.01,50
87336.84,0.13,3,9,0.12,268121.53,2,75983.0508,18,32174.5836,262010.52,0
92883.5,0.5,5,3,0.16,853096.28,1,46441.75,6,136495.40480000002,185767.0,6
59952.99,0.21,9,13,0.26,212646.12,1,47362.8621,0,55287.991200000004,119905.98,13
59246.27,0.44,6,27,0.05,171165.76,2,33177.9112,0,8558.288,59246.27,81
95330.81,0.49,1,8,0.06,548275.14,1,48618.7131,8,32896.5084,190661.62,16
55660.05,0.2,2,26,0.09,477481.3,0,44528.04000000001,0,42973.316999999995,0.0,78
10354.35,0.13,8,18,0.06,90537.35,1,9008.2845,18,5432.241,31063.050000000003,36
107619.15,0.46,7,23,0.16,654635.11,2,58114.341,23,104741.6176,107619.15,46
114344.24,0.43,4,5,0.25,620493.79,1,65176.21680000001,5,155123.4475,343032.72000000003,0
62106.22,0.2,10,25,0.1,553801.73,2,49684.976,0,55380.173,124212.44,75
49540.23,0.56,6,26,0.27,391442.27,1,21797.7012,0,105689.41290000001,99080.46,52
101854.48,0.47,6,12,0.25,785921.62,0,53982.8744,0,196480.405,0.0,12
99870.73,0.51,1,3,0.15,231681.99,1,48936.657699999996,0,34752.2985,299612.19,3
60962.12,0.53,6,3,0.16,328688.07,1,28652.1964,6,52590.0912,121924.24,9
93608.22,0.47,2,28,0.08,394055.94,1,49612.35660000001,56,31524.4752,280824.66000000003,0
102303.49,0.37,3,26,0.13,282269.29,2,64451.1987,52,36695.0077,102303.49,52
30614.22,0.27,7,18,0.15,292828.92,2,22348.3806,0,43924.337999999996,30614.22,18
62281.41,0.33,6,18,0.23,584168.72,0,41728.5447,36,134358.8056,124562.82,18
46645.51,0.19,10,27,0.25,295064.26,2,37782.8631,27,73766.065,139936.53,54
87924.67,0.34,4,17,0.18,524938.05,0,58030.282199999994,34,94488.849,175849.34,0
81873.32,0.35,2,13,0.29,481481.09,1,53217.658,26,139629.5161,81873.32,13
68283.89,0.16,2,27,0.27,517435.2,1,57358.467599999996,54,139707.50400000002,68283.89,54
100894.7,0.4,9,19,0.17,294044.4,0,60536.81999999999,38,49987.54800000001,302684.1,38
112540.19,0.22,1,25,0.22,881767.29,0,87781.34820000001,50,193988.80380000002,112540.19,75
57668.28,0.25,6,10,0.06,248301.46,0,43251.21,10,14898.087599999999,0.0,30
77435.0,0.3,10,16,0.17,577460.35,1,54204.5,32,98168.2595,77435.0,32
79161.08,0.58,8,19,0.27,630553.48,1,33247.653600000005,38,170249.4396,158322.16,0
55931.59,0.58,2,23,0.23,186886.78,1,23491.2678,46,42983.9594,0.0,23
86084.11,0.43,3,6,0.21,844769.7,1,49067.94270000001,12,177401.637,258252.33000000002,18
66630.43,0.26,7,5,0.11,320890.52,2,49306.51819999999,10,35297.957200000004,66630.43,10
97080.49,0.4,8,7,0.11,910051.66,2,58248.294,7,100105.6826,97080.49,7
76681.65,0.37,7,20,0.24,233823.51,2,48309.43949999999,40,56117.6424,153363.3,0
52707.77,0.38,2,9,0.08,447653.88,0,32678.817399999996,18,35812.3104,105415.54,18
17257.89,0.11,2,24,0.27,88854.27,1,15359.5221,48,23990.6529,17257.89,0
56183.33,0.55,7,28,0.2,428892.01,2,25282.498499999998,0,85778.402,112366.66,84
67273.91,0.56,10,23,0.29,616589.32,2,29600.520399999998,46,178810.90279999998,134547.82,23
116305.29,0.5,5,3,0.07,669884.43,1,58152.645,6,46891.91010000001,0.0,0
83130.11,0.25,9,23,0.24,473122.72,1,62347.582500000004,46,113549.45279999998,166260.22,69
69833.17,0.27,7,23,0.15,527661.48,1,50978.2141,23,79149.222,139666.34,0
56054.12,0.13,1,29,0.29,424904.57,1,48767.0844,58,123222.3253,0.0,29
97498.65,0.45,1,18,0.14,913938.83,1,53624.2575,36,127951.43620000001,97498.65,36
68443.24,0.37,1,7,0.21,412964.84,1,43119.241200000004,7,86722.6164,205329.72000000003,7
52891.96,0.5,9,28,0.22,294908.21,0,26445.98,28,64879.806200000006,105783.92,84
69068.32,0.14,7,27,0.09,419959.81,1,59398.75520000001,54,37796.3829,0.0,0
73192.68,0.58,1,10,0.16,731393.88,2,30740.9256,10,117023.0208,219578.03999999998,30
108970.14,0.52,10,7,0.2,390237.93,2,52305.667199999996,14,78047.586,217940.28,21
121294.41,0.39,2,15,0.08,960644.7,0,73989.5901,30,76851.576,121294.41,45
79483.63,0.16,1,18,0.13,168948.25,0,66766.2492,18,21963.2725,0.0,36
85243.23,0.5,4,9,0.13,650168.75,2,42621.615,18,84521.9375,170486.46,18
67365.63,0.17,2,4,0.19,260241.27,1,55913.4729,4,49445.8413,134731.26,8
87276.99,0.33,10,10,0.28,228649.29,2,58475.5833,20,64021.80120000001,87276.99,0
95843.6,0.29,3,16,0.07,899248.02,1,68048.956,32,62947.36140000001,287530.80000000005,48
106862.13,0.58,10,9,0.22,724541.0,1,44882.094600000004,9,159399.02,320586.39,18
71083.29,0.31,9,8,0.14,247658.84,2,49047.47009999999,8,34672.2376,213249.87,0
64511.94,0.13,8,29,0.25,375838.85,2,56125.387800000004,58,93959.7125,0.0,29
81804.49,0.28,1,13,0.19,740891.04,2,58899.232800000005,13,140769.29760000002,163608.98,0
74318.89,0.41,8,9,0.05,598105.62,1,43848.14510000001,18,29905.281000000003,222956.66999999998,9
83628.3,0.59,4,7,0.21,748789.28,2,34287.603,0,157245.7488,250884.90000000002,7
90396.39,0.11,6,19,0.22,852622.79,2,80452.7871,38,187577.01380000002,90396.39,19
68012.38,0.58,4,13,0.16,159923.83,2,28565.199600000004,0,25587.8128,0.0,0
122273.86,0.27,8,7,0.15,888409.48,1,89259.9178,0,133261.422,0.0,7
118256.62,0.5,1,19,0.11,611233.93,0,59128.31,38,67235.7323,0.0,19
72923.73,0.44,1,5,0.28,180366.79,1,40837.2888,5,50502.70120000001,0.0,5
59876.89,0.58,2,11,0.15,183348.1,1,25148.293800000003,11,27502.215,179630.66999999998,22
53199.55,0.2,5,18,0.15,286063.73,0,42559.64000000001,36,42909.559499999996,106399.1,18
68253.3,0.59,6,27,0.29,173133.76,1,27983.853000000003,27,50208.7904,68253.3,27
76832.68,0.14,9,16,0.24,303527.91,1,66076.10479999999,16,72846.6984,0.0,16
32426.23,0.44,6,8,0.14,67139.8,0,18158.6888,0,9399.572000000002,32426.23,16
117094.08,0.39,9,6,0.14,985451.34,0,71427.3888,12,137963.1876,351282.24,12
89467.68,0.16,3,29,0.22,237994.91,2,75152.85119999999,29,52358.8802,178935.36,29
66548.56,0.27,4,8,0.13,481687.7,1,48580.4488,0,62619.401000000005,0.0,16
43769.28,0.52,1,20,0.21,132167.4,1,21009.254399999998,20,27755.154,131307.84,20
60604.98,0.18,8,22,0.13,400243.88,1,49696.083600000005,0,52031.7044,60604.98,22
91211.92,0.17,7,20,0.21,684570.86,0,75705.8936,40,143759.8806,0.0,60
63670.0,0.29,10,9,0.2,275834.34,0,45205.7,18,55166.86800000001,63670.0,18
94417.37,0.5,2,21,0.19,522941.9,1,47208.685,42,99358.96100000001,0.0,0
102275.24,0.27,6,24,0.24,999384.3,1,74660.9252,48,239852.232,204550.48,48
72516.51,0.25,5,16,0.17,708910.49,1,54387.38249999999,32,120514.78330000001,0.0,16
70150.84,0.59,10,15,0.22,447164.76,1,28761.8444,30,98376.2472,70150.84,15
86015.53,0.18,10,14,0.26,265643.61,0,70532.73460000001,14,69067.3386,172031.06,14
52506.06,0.22,8,29,0.28,332457.19,2,40954.7268,58,93088.01320000002,0.0,0
92964.85,0.47,10,8,0.22,563567.12,1,49271.370500000005,16,123984.7664,278894.55000000005,8
36178.02,0.48,3,19,0.14,293465.03,2,18812.5704,19,41085.10420000001,108534.06,0
68169.31,0.16,3,6,0.15,476493.32,2,57262.2204,0,71473.99799999999,0.0,0
66242.96,0.12,4,7,0.28,524876.49,1,58293.804800000005,14,146965.41720000003,66242.96,21
60333.47,0.28,8,19,0.11,323716.99,1,43440.0984,19,35608.8689,181000.41,57
103435.05,0.43,2,8,0.11,290444.88,1,58957.978500000005,8,31948.9368,103435.05,8
70935.56,0.39,8,29,0.19,278206.6,1,43270.6916,29,52859.25399999999,70935.56,0
66587.38,0.33,9,12,0.07,343485.09,1,44613.5446,0,24043.956300000005,66587.38,24
70617.97,0.44,10,19,0.17,456074.76,0,39546.063200000004,38,77532.70920000001,0.0,57
51234.96,0.14,8,21,0.19,179400.36,1,44062.0656,42,34086.0684,51234.96,63
106430.52,0.41,10,22,0.18,986898.72,1,62794.00680000001,0,177641.7696,212861.04,66
62954.25,0.2,6,16,0.21,288684.36,1,50363.4,32,60623.715599999996,188862.75,0
86334.75,0.18,7,3,0.11,798111.44,2,70794.49500000001,6,87792.25839999999,172669.5,3
66286.87,0.34,7,12,0.2,459096.66,1,43749.33419999999,12,91819.332,0.0,36
100039.72,0.55,4,17,0.09,518634.56,0,45017.873999999996,34,46677.1104,0.0,17
60617.51,0.16,10,16,0.07,321715.1,1,50918.7084,32,22520.057,181852.53,16
52182.85,0.45,8,3,0.24,373839.1,0,28700.5675,0,89721.38399999999,52182.85,0
71179.0,0.14,8,18,0.08,574613.4,2,61213.94,36,45969.072,142358.0,0
96528.4,0.49,4,5,0.21,295339.4,1,49229.484,10,62021.274000000005,0.0,0
103613.36,0.58,2,18,0.18,478953.53,0,43517.61120000001,36,86211.6354,0.0,36
96950.48,0.24,1,19,0.1,960583.47,1,73682.3648,19,96058.34700000001,0.0,19
80862.99,0.58,1,3,0.11,602054.46,2,33962.4558,6,66225.99059999999,161725.98,3
66935.6,0.41,4,27,0.18,639123.48,1,39492.00400000001,54,115042.2264,0.0,27
71521.18,0.14,2,24,0.17,212121.4,1,61508.214799999994,0,36060.638,0.0,0
41249.74,0.43,1,21,0.16,337589.47,2,23512.3518,21,54014.3152,41249.74,63
34930.7,0.18,7,24,0.27,145527.14,1,28643.174,0,39292.32780000001,69861.4,48
73242.96,0.25,6,7,0.27,600243.39,1,54932.22,14,162065.7153,219728.88,0
90197.35,0.48,1,18,0.15,303042.88,2,46902.622,18,45456.432,0.0,18
36834.28,0.49,4,9,0.11,332186.89,1,18785.482799999998,18,36540.5579,36834.28,9
110124.2,0.28,1,8,0.12,810275.9,2,79289.424,16,97233.108,0.0,0
73881.54,0.12,3,8,0.07,397852.95,2,65015.75519999999,16,27849.706500000004,147763.08,16
68664.6,0.12,1,6,0.26,641246.72,1,60424.848000000005,12,166724.1472,68664.6,18
87601.91,0.5,8,19,0.08,711534.83,1,43800.955,0,56922.7864,0.0,0
128509.12,0.48,6,24,0.08,340237.7,1,66824.7424,48,27219.016000000003,257018.24,72
88252.53,0.28,3,19,0.24,327569.72,1,63541.821599999996,19,78616.73279999998,88252.53,0
68643.21,0.26,6,5,0.13,236667.56,1,50795.9754,0,30766.7828,137286.42,5
40427.33,0.46,5,5,0.07,165718.99,1,21830.758200000004,5,11600.329300000001,0.0,10
87503.68,0.29,2,6,0.22,343645.19,1,62127.612799999995,6,75601.9418,0.0,0
113302.86,0.26,2,19,0.16,697134.66,1,83844.1164,38,111541.54560000001,339908.58,38
